Id,Class
4929,ruGPT3-Large
4935,M2M-100
4936,Human
4938,OPUS-MT
4940,OPUS-MT
4942,M2M-100
4946,Human
4950,Human
4956,mT5-Large
4958,ruGPT3-Large
4960,mT5-Large
4961,ruGPT3-Small
4964,Human
4967,M-BART50
4968,M2M-100
4977,ruGPT3-Large
4980,Human
4984,ruGPT3-Large
4987,M-BART
4989,Human
4992,Human
4997,OPUS-MT
5002,Human
5005,M-BART50
5017,OPUS-MT
5018,ruGPT3-Small
5023,Human
5027,M-BART50
5031,ruGPT3-Small
5033,Human
5036,ruGPT3-Medium
5038,OPUS-MT
5039,Human
5042,M-BART50
5043,mT5-Large
5045,M2M-100
5046,Human
5054,Human
5055,M-BART50
5060,ruGPT3-Small
5061,Human
5063,M2M-100
5064,Human
5065,ruGPT3-Medium
5076,ruGPT3-Medium
5079,M-BART50
5086,OPUS-MT
5091,Human
5094,M2M-100
5099,ruT5-Base-Multitask
5100,ruGPT3-Medium
5102,OPUS-MT
5104,Human
5106,OPUS-MT
5111,ruGPT3-Large
5115,M-BART50
5117,ruGPT3-Large
5118,M-BART50
5119,M2M-100
5121,ruT5-Base
5125,OPUS-MT
5135,ruGPT3-Small
5140,ruGPT3-Large
5143,M-BART50
5147,ruT5-Base-Multitask
5152,OPUS-MT
5158,ruGPT3-Medium
5165,ruT5-Base
5166,OPUS-MT
5168,Human
5169,Human
5171,ruGPT3-Small
5179,OPUS-MT
5182,Human
5183,M2M-100
5192,ruGPT2-Large
5194,M-BART50
5199,ruGPT3-Small
5200,Human
5203,ruGPT3-Medium
5205,M2M-100
5225,ruT5-Large
5226,ruGPT3-Small
5227,Human
5230,M2M-100
5233,Human
5235,Human
5236,Human
5241,Human
5242,M2M-100
5258,Human
5260,Human
5261,ruGPT3-Large
5264,OPUS-MT
5265,Human
5267,M2M-100
5268,M2M-100
5270,ruGPT2-Large
5281,Human
5283,M-BART50
5294,Human
5299,Human
5300,mT5-Large
5305,Human
5307,ruGPT3-Large
5312,Human
5314,OPUS-MT
5317,M2M-100
5318,M-BART50
5324,Human
5332,ruGPT3-Large
5335,M-BART50
5338,M2M-100
5343,Human
5344,M-BART50
5345,ruGPT3-Large
5349,OPUS-MT
5351,M2M-100
5353,Human
5356,OPUS-MT
5357,Human
5363,Human
5364,Human
5367,M-BART50
5371,Human
5373,M2M-100
5375,ruT5-Base-Multitask
5378,M-BART50
5384,M2M-100
5389,ruGPT3-Large
5390,ruGPT3-Large
5392,M-BART50
5394,ruGPT3-Large
5395,M-BART
5397,Human
5398,ruGPT3-Small
5400,M-BART50
5402,M-BART50
5406,ruT5-Large
5407,M-BART50
5411,ruGPT3-Medium
5413,M2M-100
5414,Human
5416,ruGPT3-Large
5418,Human
5419,ruT5-Large
5420,ruGPT3-Small
5422,OPUS-MT
5423,Human
5426,M2M-100
5429,Human
5436,M-BART50
5440,OPUS-MT
5441,Human
5445,OPUS-MT
5447,ruGPT3-Large
5448,Human
5451,M2M-100
5453,Human
5462,OPUS-MT
5463,OPUS-MT
5464,OPUS-MT
5466,M2M-100
5469,ruT5-Base-Multitask
5473,M2M-100
5474,M-BART50
5476,ruGPT3-Small
5485,Human
5488,ruGPT3-Medium
5491,OPUS-MT
5492,ruGPT2-Large
5499,Human
5502,ruT5-Base
5503,M-BART50
5505,Human
5508,Human
5512,M2M-100
5513,Human
5521,ruT5-Base
5523,M2M-100
5525,OPUS-MT
5529,M2M-100
5535,ruGPT3-Small
5538,ruGPT3-Medium
5548,Human
5549,Human
5555,ruT5-Base-Multitask
5556,mT5-Large
5557,OPUS-MT
5558,mT5-Large
5562,ruGPT2-Large
5563,Human
5569,Human
5570,ruGPT3-Small
5572,ruGPT3-Medium
5575,M2M-100
5587,OPUS-MT
5595,Human
5599,Human
5601,ruGPT3-Medium
5603,M2M-100
5606,M-BART50
5607,mT5-Large
5608,OPUS-MT
5612,ruGPT3-Small
5614,Human
5616,ruGPT3-Large
5618,ruGPT3-Large
5625,OPUS-MT
5626,M-BART50
5633,ruGPT3-Medium
5636,OPUS-MT
5637,M-BART50
5643,Human
5644,Human
5651,OPUS-MT
5652,M-BART
5659,ruGPT3-Small
5667,OPUS-MT
5668,M-BART50
5671,Human
5677,Human
5678,ruGPT3-Large
5680,ruGPT3-Small
5687,M-BART50
5692,M-BART50
5693,Human
5694,Human
5698,Human
5700,Human
5701,Human
5704,ruGPT3-Small
5706,ruGPT3-Medium
5709,M2M-100
5714,Human
5715,M2M-100
5719,Human
5725,M2M-100
5726,ruT5-Base-Multitask
5729,Human
5730,Human
5731,Human
5736,ruGPT3-Large
5737,Human
5743,M-BART50
5744,ruGPT3-Small
5746,M2M-100
5750,Human
5753,Human
5755,M2M-100
5761,ruT5-Base-Multitask
5768,Human
5769,Human
5770,Human
5772,M-BART50
5773,ruGPT3-Large
5774,Human
5775,Human
5776,Human
5777,Human
5779,ruGPT3-Small
5780,ruGPT3-Small
5781,Human
5793,Human
5801,ruGPT3-Medium
5804,Human
5805,Human
5806,ruGPT3-Large
5809,ruGPT3-Large
5811,M2M-100
5820,Human
5823,ruGPT3-Medium
5824,Human
5827,ruT5-Base
5829,Human
5830,mT5-Large
5831,OPUS-MT
5834,ruGPT3-Small
5835,ruGPT2-Large
5839,ruT5-Base-Multitask
5842,ruGPT3-Large
5846,M2M-100
5847,OPUS-MT
5848,Human
5851,Human
5856,M2M-100
5857,Human
5868,Human
5869,OPUS-MT
5877,Human
5880,mT5-Small
5882,ruGPT3-Large
5887,M2M-100
5890,Human
5892,M-BART50
5896,OPUS-MT
5898,ruT5-Large
5902,M-BART
5906,ruT5-Base
5914,ruGPT3-Small
5920,M-BART50
5925,Human
5927,M-BART50
5930,OPUS-MT
5932,M2M-100
5939,ruGPT3-Medium
5941,M-BART50
5943,ruGPT3-Large
5944,M-BART
5945,Human
5947,Human
5948,Human
5949,ruGPT3-Large
5952,OPUS-MT
5956,Human
5959,Human
5964,ruGPT2-Large
5965,Human
5969,ruGPT2-Large
5978,OPUS-MT
5984,M2M-100
5985,ruGPT3-Large
5986,M-BART50
5988,Human
5990,ruGPT3-Large
5993,Human
6002,Human
6015,Human
6024,ruGPT3-Small
6026,mT5-Large
6029,M2M-100
6030,Human
6040,Human
6044,Human
6046,Human
6047,OPUS-MT
6049,ruGPT3-Small
6051,M-BART50
6053,Human
6054,Human
6056,mT5-Small
6061,OPUS-MT
6062,OPUS-MT
6063,M-BART50
6064,Human
6066,ruGPT2-Large
6075,M-BART50
6079,Human
6085,Human
6086,M-BART50
6087,M-BART50
6088,Human
6093,Human
6094,Human
6095,mT5-Large
6098,M2M-100
6105,M-BART50
6109,ruGPT3-Medium
6110,Human
6113,ruT5-Base
6114,Human
6115,M2M-100
6118,Human
6122,mT5-Small
6131,Human
6137,OPUS-MT
6138,ruGPT3-Medium
6141,OPUS-MT
6143,M-BART50
6147,ruGPT3-Small
6152,M2M-100
6153,M-BART50
6154,ruT5-Base
6156,ruGPT3-Large
6166,M2M-100
6171,OPUS-MT
6174,Human
6176,Human
6180,ruGPT3-Small
6181,M-BART
6184,Human
6185,ruGPT3-Large
6193,ruGPT3-Small
6200,ruGPT3-Small
6204,Human
6206,ruGPT3-Large
6208,M-BART50
6212,mT5-Small
6216,M2M-100
6218,ruGPT3-Medium
6227,Human
6235,OPUS-MT
6242,ruT5-Base-Multitask
6243,mT5-Large
6247,OPUS-MT
6249,OPUS-MT
6255,mT5-Small
6258,ruT5-Base
6272,Human
6275,Human
6276,M-BART50
6277,Human
6278,Human
6280,Human
6282,Human
6291,Human
6292,ruGPT3-Large
6295,Human
6296,OPUS-MT
6297,Human
6299,M-BART50
6301,M-BART50
6302,OPUS-MT
6304,Human
6305,M-BART50
6307,ruGPT3-Large
6308,Human
6310,M2M-100
6312,Human
6315,Human
6316,Human
6319,ruGPT3-Medium
6327,Human
6328,ruGPT3-Medium
6329,ruGPT3-Small
6333,ruGPT3-Medium
6340,ruGPT2-Large
6350,M-BART50
6352,ruGPT3-Large
6353,M2M-100
6356,M-BART50
6357,M-BART50
6358,M-BART
6362,Human
6363,M-BART50
6366,ruGPT3-Medium
6368,ruGPT3-Medium
6378,Human
6382,ruGPT3-Large
6383,Human
6385,M2M-100
6387,M-BART50
6388,Human
6389,ruT5-Large
6390,Human
6395,M-BART50
6396,ruGPT3-Large
6400,Human
6401,M2M-100
6403,M-BART
6412,M2M-100
6414,ruGPT3-Large
6416,mT5-Large
6424,M-BART
6425,ruGPT3-Large
6426,ruGPT3-Medium
6427,Human
6433,ruGPT3-Large
6439,M-BART
6441,Human
6442,Human
6444,mT5-Small
6449,ruGPT3-Small
6450,Human
6451,mT5-Large
6453,Human
6460,ruGPT3-Large
6462,Human
6464,mT5-Large
6466,ruT5-Base
6473,ruGPT3-Medium
6475,Human
6477,ruGPT3-Large
6479,Human
6483,Human
6485,Human
6491,ruT5-Base
6493,ruGPT3-Medium
6495,mT5-Small
6497,ruGPT3-Large
6499,ruGPT3-Large
6500,M-BART50
6504,Human
6510,ruGPT3-Large
6513,ruGPT3-Large
6515,Human
6518,ruT5-Base-Multitask
6520,M2M-100
6522,ruGPT3-Large
6523,ruT5-Base
6525,Human
6529,M2M-100
6534,Human
6536,Human
6537,OPUS-MT
6538,ruT5-Base
6541,M2M-100
6543,Human
6547,ruGPT3-Small
6549,Human
6550,ruGPT2-Large
6551,M-BART50
6555,OPUS-MT
6556,ruGPT3-Small
6557,ruGPT3-Small
6558,M-BART50
6560,ruGPT3-Small
6567,Human
6574,ruGPT3-Large
6578,OPUS-MT
6579,Human
6585,M2M-100
6588,Human
6590,Human
6599,Human
6602,Human
6603,ruGPT3-Large
6606,OPUS-MT
6607,ruGPT3-Large
6612,Human
6616,ruGPT3-Large
6617,Human
6618,Human
6621,ruT5-Base
6626,M-BART50
6627,Human
6629,Human
6630,M-BART50
6632,Human
6641,Human
6644,ruGPT3-Small
6647,ruT5-Base
6650,M2M-100
6651,mT5-Large
6652,M-BART50
6654,ruGPT2-Large
6657,ruGPT3-Large
6659,OPUS-MT
6669,ruT5-Large
6671,M-BART50
6681,ruGPT3-Small
6685,mT5-Large
6691,ruT5-Base
6694,M-BART
6696,Human
6698,OPUS-MT
6702,ruGPT3-Small
6706,Human
6710,ruGPT3-Medium
6713,Human
6717,M2M-100
6722,Human
6725,Human
6726,Human
6732,M2M-100
6738,ruGPT2-Large
6739,M2M-100
6740,Human
6751,OPUS-MT
6756,Human
6759,Human
6760,Human
6761,Human
6764,ruGPT3-Small
6766,M2M-100
6768,Human
6772,Human
6773,Human
6777,Human
6778,M-BART
6779,M2M-100
6786,Human
6787,ruGPT2-Large
6790,Human
6791,M-BART
6793,ruT5-Large
6796,Human
6805,OPUS-MT
6810,Human
6811,Human
6818,ruGPT3-Large
6819,ruGPT3-Small
6829,Human
6831,Human
6832,M-BART50
6834,mT5-Large
6837,ruT5-Base
6841,M-BART
6843,ruT5-Base-Multitask
6846,ruT5-Base-Multitask
6847,Human
6851,Human
6852,M-BART50
6853,OPUS-MT
6854,Human
6857,M2M-100
6865,ruGPT3-Large
6866,ruGPT3-Large
6868,Human
6875,Human
6877,Human
6879,Human
6882,Human
6885,Human
6887,Human
6888,ruT5-Base
6889,OPUS-MT
6890,M2M-100
6893,Human
6894,M-BART50
6897,Human
6898,M2M-100
6900,M-BART50
6903,ruGPT3-Small
6906,OPUS-MT
6910,M-BART50
6917,M-BART
6920,M-BART50
6921,Human
6922,Human
6926,ruGPT3-Large
6927,M-BART50
6932,ruT5-Base
6934,Human
6937,ruGPT3-Medium
6942,Human
6946,OPUS-MT
6947,M-BART
6955,OPUS-MT
6962,ruGPT3-Medium
6965,ruGPT3-Large
6967,ruGPT3-Small
6973,OPUS-MT
6976,Human
6977,OPUS-MT
6979,ruT5-Base-Multitask
6987,M2M-100
6990,Human
6994,ruGPT3-Small
7000,M-BART
7004,Human
7007,ruT5-Base
7008,Human
7009,M2M-100
7014,Human
7019,Human
7037,ruGPT3-Medium
7038,Human
7040,ruGPT3-Large
7041,ruGPT3-Large
7046,ruGPT3-Large
7047,Human
7048,Human
7049,Human
7050,M-BART50
7053,ruT5-Base
7055,Human
7058,ruGPT2-Large
7059,M-BART50
7063,Human
7068,ruGPT3-Large
7076,M2M-100
7078,M-BART
7082,ruGPT3-Medium
7085,Human
7088,Human
7092,M2M-100
7095,Human
7102,Human
7106,M-BART50
7118,M2M-100
7119,Human
7121,M2M-100
7127,ruGPT3-Large
7135,ruGPT3-Large
7138,ruGPT3-Small
7139,OPUS-MT
7142,OPUS-MT
7146,OPUS-MT
7151,Human
7155,ruGPT3-Small
7162,Human
7163,mT5-Large
7169,ruT5-Base-Multitask
7171,Human
7174,Human
7176,OPUS-MT
7177,Human
7178,mT5-Large
7180,ruGPT3-Small
7185,ruGPT3-Large
7191,Human
7198,ruGPT3-Large
7204,M-BART50
7205,Human
7206,Human
7207,Human
7214,Human
7221,ruGPT2-Large
7226,Human
7232,Human
7237,ruGPT3-Large
7244,Human
7246,Human
7250,M-BART50
7254,OPUS-MT
7255,Human
7256,Human
7258,ruGPT3-Small
7260,ruGPT3-Large
7265,ruGPT3-Medium
7267,Human
7268,ruGPT2-Large
7269,OPUS-MT
7270,Human
7273,M2M-100
7277,Human
7281,Human
7286,Human
7288,ruGPT3-Medium
7292,Human
7294,M2M-100
7296,OPUS-MT
7299,Human
7302,Human
7305,ruGPT3-Large
7306,Human
7313,Human
7318,ruGPT3-Small
7325,Human
7328,mT5-Large
7332,Human
7340,M2M-100
7346,Human
7347,OPUS-MT
7348,M-BART50
7352,M2M-100
7353,ruGPT2-Large
7354,ruGPT3-Medium
7356,M-BART50
7358,ruGPT3-Large
7359,Human
7364,Human
7366,OPUS-MT
7368,M2M-100
7386,Human
7387,ruT5-Large
7398,ruGPT3-Large
7402,ruT5-Base-Multitask
7418,M2M-100
7419,Human
7420,M-BART50
7422,mT5-Large
7424,M2M-100
7426,ruT5-Base
7427,ruGPT3-Large
7429,mT5-Large
7434,ruGPT3-Medium
7436,Human
7443,Human
7445,M2M-100
7449,Human
7453,Human
7454,M-BART50
7461,M-BART50
7463,M-BART50
7468,Human
7471,M2M-100
7473,OPUS-MT
7474,Human
7478,OPUS-MT
7483,M-BART50
7490,M-BART50
7493,Human
7495,M2M-100
7496,Human
7501,Human
7505,OPUS-MT
7507,OPUS-MT
7511,Human
7513,ruGPT3-Small
7519,Human
7525,mT5-Small
7530,Human
7532,M-BART
7534,Human
7538,ruGPT3-Small
7540,M-BART50
7543,Human
7544,ruGPT3-Large
7546,Human
7548,Human
7552,Human
7554,OPUS-MT
7566,Human
7569,ruGPT3-Large
7571,M2M-100
7573,Human
7575,Human
7581,ruGPT3-Large
7583,mT5-Small
7586,Human
7589,M-BART50
7591,Human
7606,M-BART
7607,ruGPT3-Medium
7609,ruGPT3-Small
7617,M-BART
7618,Human
7621,M-BART50
7623,Human
7625,ruGPT2-Large
7629,OPUS-MT
7630,Human
7633,M-BART50
7634,Human
7647,M2M-100
7648,Human
7650,Human
7651,ruGPT3-Large
7656,M-BART50
7658,Human
7660,M-BART
7663,ruT5-Base
7670,Human
7672,mT5-Large
7673,ruGPT3-Medium
7675,ruGPT3-Medium
7680,Human
7684,OPUS-MT
7685,Human
7686,mT5-Large
7687,Human
7688,mT5-Large
7690,M2M-100
7698,ruGPT3-Small
7699,Human
7701,OPUS-MT
7704,M-BART50
7707,ruGPT3-Small
7714,ruGPT2-Large
7715,OPUS-MT
7717,mT5-Large
7718,ruGPT2-Large
7720,M-BART50
7724,ruT5-Large
7726,Human
7727,Human
7728,Human
7734,Human
7736,Human
7738,mT5-Small
7745,M-BART50
7747,Human
7751,ruGPT3-Large
7752,ruT5-Base
7756,Human
7757,M2M-100
7758,ruGPT3-Small
7761,Human
7763,M2M-100
7764,M-BART
7766,M2M-100
7769,OPUS-MT
7770,Human
7773,M-BART50
7776,Human
7778,Human
7779,M2M-100
7782,M2M-100
7786,Human
7790,ruT5-Base
7794,Human
7795,Human
7796,Human
7797,ruGPT3-Small
7798,Human
7800,ruGPT3-Large
7801,Human
7808,Human
7810,ruT5-Base
7814,ruGPT3-Small
7815,Human
7816,Human
7817,Human
7818,Human
7824,OPUS-MT
7827,M-BART50
7837,M-BART50
7838,Human
7840,ruGPT3-Large
7841,Human
7845,ruGPT3-Large
7847,M2M-100
7848,Human
7849,Human
7851,Human
7854,Human
7858,M2M-100
7859,M-BART50
7860,ruT5-Base-Multitask
7863,Human
7867,M2M-100
7868,ruGPT3-Medium
7869,mT5-Small
7873,ruGPT3-Large
7876,OPUS-MT
7877,Human
7880,Human
7881,ruT5-Base-Multitask
7883,ruT5-Large
7886,OPUS-MT
7893,Human
7896,mT5-Small
7899,M-BART50
7900,Human
7902,M-BART50
7907,Human
7909,Human
7925,M-BART50
7927,ruGPT2-Large
7933,Human
7939,M-BART50
7941,Human
7942,M-BART50
7943,Human
7944,Human
7949,M-BART50
7951,M-BART50
7953,M-BART50
7954,Human
7960,M-BART50
7961,ruGPT2-Large
7963,M-BART
7971,ruT5-Base-Multitask
7973,ruGPT3-Large
7974,Human
7975,ruT5-Base-Multitask
7976,Human
7979,ruGPT3-Large
7984,M-BART50
7990,OPUS-MT
7994,Human
7996,ruGPT3-Large
7998,ruGPT3-Large
8006,ruGPT3-Medium
8007,M-BART50
8012,Human
8014,M2M-100
8015,Human
8018,Human
8023,ruGPT3-Medium
8027,Human
8028,ruGPT3-Medium
8031,Human
8035,ruGPT3-Large
8038,ruGPT2-Large
8040,ruGPT2-Large
8042,OPUS-MT
8044,OPUS-MT
8049,ruGPT3-Large
8051,Human
8057,OPUS-MT
8060,mT5-Large
8061,M-BART
8062,M2M-100
8064,OPUS-MT
8065,M-BART50
8072,Human
8078,ruT5-Large
8082,ruGPT3-Small
8085,OPUS-MT
8087,Human
8088,M2M-100
8098,ruT5-Large
8101,mT5-Large
8103,M2M-100
8105,OPUS-MT
8106,ruGPT3-Large
8107,Human
8108,mT5-Large
8117,ruGPT3-Medium
8118,M2M-100
8120,M2M-100
8121,ruGPT3-Large
8125,ruGPT3-Small
8131,Human
8132,ruT5-Base-Multitask
8133,OPUS-MT
8134,Human
8137,ruGPT3-Small
8142,Human
8143,Human
8148,OPUS-MT
8150,Human
8151,Human
8152,M2M-100
8153,mT5-Small
8155,M-BART
8161,ruT5-Base
8167,M2M-100
8169,M2M-100
8172,Human
8174,ruGPT3-Small
8175,ruT5-Base
8176,ruGPT3-Small
8177,Human
8179,M2M-100
8180,ruT5-Base-Multitask
8184,M-BART50
8187,OPUS-MT
8189,ruGPT3-Medium
8190,Human
8193,Human
8194,Human
8196,Human
8197,mT5-Large
8198,Human
8201,Human
8203,M-BART50
8209,Human
8213,M-BART
8215,Human
8217,Human
8220,Human
8222,Human
8227,Human
8230,M2M-100
8238,ruGPT3-Small
8241,Human
8243,M2M-100
8246,Human
8247,M-BART50
8251,M-BART50
8252,Human
8253,ruGPT3-Small
8255,ruGPT3-Medium
8265,Human
8266,ruGPT3-Large
8267,OPUS-MT
8270,Human
8272,ruGPT3-Small
8273,ruGPT3-Small
8279,Human
8281,mT5-Large
8282,ruT5-Base-Multitask
8284,ruGPT3-Large
8288,Human
8289,ruGPT3-Large
8294,ruGPT3-Medium
8297,ruGPT3-Small
8303,M2M-100
8304,ruGPT3-Medium
8310,ruGPT3-Large
8312,Human
8314,Human
8319,M2M-100
8322,ruGPT3-Medium
8324,OPUS-MT
8326,Human
8328,Human
8334,M-BART
8337,ruGPT3-Large
8338,M-BART50
8339,ruGPT3-Medium
8340,Human
8341,M-BART
8343,M-BART50
8348,M2M-100
8354,OPUS-MT
8355,M-BART50
8362,OPUS-MT
8363,Human
8365,Human
8369,Human
8372,M2M-100
8373,OPUS-MT
8375,ruGPT3-Small
8383,Human
8389,mT5-Large
8392,ruGPT2-Large
8402,Human
8405,Human
8406,ruGPT3-Large
8409,ruGPT3-Large
8417,Human
8419,Human
8425,ruGPT3-Large
8433,M-BART50
8434,ruGPT3-Small
8439,ruGPT3-Medium
8442,ruGPT3-Small
8448,Human
8452,ruGPT3-Large
8453,Human
8458,Human
8464,M2M-100
8466,OPUS-MT
8470,ruT5-Base
8471,ruT5-Base-Multitask
8474,ruT5-Large
8475,M2M-100
8479,M-BART50
8483,Human
8485,Human
8486,Human
8488,ruGPT3-Large
8492,mT5-Large
8497,Human
8500,Human
8503,ruGPT3-Large
8505,Human
8509,Human
8511,Human
8515,ruGPT2-Large
8516,ruGPT3-Large
8517,ruGPT3-Small
8519,Human
8520,Human
8527,Human
8530,Human
8532,M-BART50
8533,OPUS-MT
8534,ruGPT3-Large
8537,Human
8540,M-BART50
8547,ruGPT3-Small
8553,mT5-Large
8554,mT5-Small
8556,ruGPT3-Large
8567,ruT5-Base
8576,Human
8578,OPUS-MT
8580,Human
8583,M-BART50
8584,ruT5-Large
8585,M2M-100
8595,M-BART50
8603,ruGPT3-Medium
8604,Human
8605,Human
8607,ruGPT3-Large
8609,M2M-100
8611,Human
8615,Human
8617,M2M-100
8619,Human
8620,Human
8625,ruGPT2-Large
8626,ruT5-Large
8631,mT5-Small
8640,ruGPT3-Medium
8649,ruGPT3-Small
8650,mT5-Large
8651,M-BART50
8655,M-BART50
8656,ruGPT3-Medium
8657,mT5-Small
8661,ruGPT3-Small
8664,Human
8666,OPUS-MT
8669,Human
8672,Human
8673,ruGPT3-Medium
8675,Human
8676,mT5-Small
8684,Human
8689,OPUS-MT
8690,Human
8691,M-BART50
8692,Human
8693,OPUS-MT
8695,Human
8699,mT5-Large
8700,Human
8703,ruGPT3-Large
8704,M2M-100
8705,Human
8709,Human
8712,Human
8720,M2M-100
8731,M-BART50
8732,Human
8734,ruGPT3-Medium
8735,M-BART
8736,OPUS-MT
8738,Human
8740,Human
8745,M-BART
8749,Human
8753,Human
8756,M2M-100
8766,Human
8767,OPUS-MT
8768,Human
8771,ruGPT3-Medium
8775,Human
8778,M2M-100
8782,M2M-100
8784,ruGPT3-Small
8786,ruGPT3-Large
8788,ruGPT3-Small
8795,ruGPT3-Small
8797,mT5-Large
8801,Human
8802,M-BART
8805,M-BART50
8807,ruGPT3-Large
8809,M-BART50
8811,Human
8813,M-BART50
8816,ruGPT3-Small
8818,ruGPT3-Large
8819,ruGPT3-Medium
8820,M-BART50
8827,M2M-100
8829,Human
8830,ruGPT3-Large
8833,ruGPT3-Small
8834,ruGPT3-Small
8835,M2M-100
8837,Human
8840,ruGPT3-Large
8844,ruGPT3-Large
8850,M2M-100
8853,Human
8857,Human
8859,Human
8861,ruGPT3-Large
8866,Human
8869,ruGPT3-Small
8874,ruGPT3-Large
8876,ruGPT2-Large
8887,M2M-100
8893,Human
8895,ruGPT3-Large
8898,M-BART50
8903,ruGPT3-Large
8904,Human
8911,Human
8918,Human
8922,Human
8923,ruGPT2-Large
8929,OPUS-MT
8930,M-BART
8931,OPUS-MT
8935,ruGPT3-Medium
8938,ruGPT3-Small
8939,ruGPT3-Medium
8940,M2M-100
8942,M2M-100
8954,mT5-Large
8959,ruT5-Base
8960,M2M-100
8961,Human
8965,mT5-Large
8978,Human
8982,Human
8986,Human
8988,OPUS-MT
8993,ruGPT3-Large
8999,OPUS-MT
9000,M2M-100
9004,ruT5-Base-Multitask
9006,OPUS-MT
9007,Human
9008,M-BART
9012,M-BART50
9014,Human
9016,Human
9020,M-BART50
9027,OPUS-MT
9030,ruT5-Base
9034,Human
9038,ruT5-Base
9041,Human
9046,Human
9047,Human
9051,M2M-100
9064,mT5-Large
9069,ruGPT3-Large
9071,Human
9076,OPUS-MT
9084,ruGPT3-Small
9088,ruGPT3-Large
9091,Human
9097,M-BART50
9098,Human
9101,Human
9105,ruT5-Base
9107,ruGPT3-Large
9109,ruT5-Large
9110,mT5-Large
9116,M2M-100
9118,Human
9122,ruGPT3-Medium
9126,M-BART50
9127,mT5-Large
9129,M2M-100
9130,ruGPT3-Large
9131,ruT5-Large
9134,Human
9135,ruGPT2-Large
9146,Human
9147,M-BART50
9153,mT5-Small
9154,Human
9158,ruGPT3-Medium
9161,Human
9164,Human
9176,Human
9178,OPUS-MT
9184,OPUS-MT
9185,Human
9186,Human
9188,OPUS-MT
9189,ruGPT3-Large
9191,Human
9192,M2M-100
9196,Human
9198,Human
9199,ruGPT3-Medium
9203,M-BART50
9211,mT5-Large
9214,M2M-100
9216,ruT5-Base
9217,ruGPT3-Large
9220,Human
9222,M-BART50
9225,M2M-100
9230,ruGPT3-Large
9231,Human
9233,Human
9235,M-BART50
9237,Human
9238,mT5-Large
9239,Human
9240,M-BART50
9243,M-BART50
9247,Human
9248,Human
9249,Human
9250,Human
9255,ruGPT3-Small
9257,Human
9264,ruGPT3-Large
9266,Human
9267,Human
9271,Human
9275,M-BART50
9277,OPUS-MT
9278,ruGPT3-Large
9281,ruGPT3-Large
9285,Human
9289,Human
9290,Human
9292,mT5-Large
9295,M2M-100
9300,Human
9306,OPUS-MT
9310,M-BART50
9311,Human
9313,Human
9318,ruGPT3-Large
9321,Human
9332,Human
9339,OPUS-MT
9341,ruT5-Large
9350,ruGPT2-Large
9351,Human
9355,ruT5-Base-Multitask
9359,Human
9365,ruT5-Base
9369,OPUS-MT
9381,mT5-Large
9399,Human
9401,M-BART50
9402,Human
9403,Human
9405,M-BART50
9406,ruGPT3-Large
9418,Human
9419,M-BART50
9422,M2M-100
9432,Human
9437,M-BART50
9444,M2M-100
9447,M-BART50
9448,ruGPT3-Large
9451,M2M-100
9452,Human
9453,Human
9459,Human
9462,M-BART50
9463,Human
9465,ruGPT3-Large
9476,M-BART50
9478,ruGPT2-Large
9479,ruGPT3-Small
9480,Human
9485,OPUS-MT
9486,ruGPT3-Small
9490,M-BART50
9491,Human
9492,M-BART
9494,OPUS-MT
9496,M2M-100
9497,Human
9500,Human
9507,mT5-Large
9508,M-BART50
9509,OPUS-MT
9510,Human
9512,Human
9517,ruGPT3-Medium
9518,Human
9522,Human
9527,M-BART50
9530,ruGPT3-Medium
9536,M2M-100
9542,mT5-Small
9543,ruGPT3-Large
9545,ruGPT3-Medium
9551,mT5-Small
9555,Human
9557,M2M-100
9559,ruGPT2-Large
9565,OPUS-MT
9567,OPUS-MT
9569,ruGPT3-Medium
9570,OPUS-MT
9572,M-BART
9576,M-BART
9577,Human
9582,M-BART50
9586,M-BART50
9588,Human
9590,M-BART
9596,Human
9598,ruGPT3-Large
9609,M2M-100
9615,ruGPT3-Medium
9622,ruGPT3-Medium
9629,ruGPT2-Large
9630,M2M-100
9632,Human
9637,ruGPT3-Large
9644,Human
9646,OPUS-MT
9649,ruGPT3-Large
9650,Human
9655,M-BART50
9658,Human
9659,Human
9660,M-BART50
9661,Human
9666,M-BART
9671,Human
9678,Human
9681,ruGPT3-Large
9682,ruGPT3-Large
9684,ruGPT3-Small
9691,Human
9693,Human
9695,ruT5-Base
9698,mT5-Large
9699,Human
9701,Human
9710,M2M-100
9711,M2M-100
9712,M2M-100
9715,Human
9719,M-BART
9733,ruGPT3-Small
9739,Human
9740,mT5-Small
9741,Human
9751,Human
9752,Human
9753,M-BART50
9754,Human
9759,mT5-Large
9760,Human
9762,M-BART50
9763,ruGPT3-Medium
9767,Human
9772,Human
9774,M2M-100
9777,M-BART
9780,mT5-Large
9782,mT5-Large
9784,Human
9788,OPUS-MT
9789,ruGPT3-Large
9791,Human
9794,mT5-Small
9795,M-BART50
9797,ruGPT3-Medium
9800,OPUS-MT
9807,ruGPT3-Medium
9810,Human
9813,Human
9814,Human
9815,M-BART50
9816,mT5-Small
9818,ruGPT3-Medium
9824,Human
9827,ruT5-Base
9828,ruGPT3-Large
9830,ruT5-Base
9835,Human
9836,Human
9837,OPUS-MT
9839,Human
9840,M-BART
9841,M-BART
9844,Human
9848,Human
9865,ruGPT3-Large
